"","RD","FARM","YR","JUL","DAY","TREAT","WOS","GLM","AREA","HAB","STUB","XCO","YCO","MOUSE","SX","V","T","P","WGT","LTH","FL","CL","FA","CN","FAEC","PH"
"1833",5,1,99,138,1,1,36,2,3,57,1,1,13,NA,2,1,1,1,72,64,NA,1,1,1,NA,0
"1834",5,1,99,138,1,1,36,2,3,57,1,1,11,NA,2,2,2,1,182,88,NA,1,1,1,NA,0
"1835",5,1,99,138,1,1,36,2,3,57,1,1,10,NA,1,0,0,0,119,78,NA,1,1,1,NA,0
"1836",5,1,99,138,1,1,36,2,3,57,1,1,8,NA,1,0,0,0,121,74,NA,1,1,1,NA,0
"1837",5,1,99,138,1,1,36,2,3,57,1,1,7,NA,2,1,1,1,97,72,NA,1,1,1,NA,0
"1838",5,1,99,138,1,1,36,2,3,57,1,1,6,NA,1,0,0,0,111,74,NA,1,1,1,NA,0
"1839",5,1,99,138,1,1,36,2,3,57,1,1,5,NA,1,0,0,0,157,83,NA,1,1,1,NA,0
"1840",5,1,99,138,1,1,36,2,3,57,1,1,4,NA,1,0,0,0,184,83,NA,1,1,1,NA,0
"1841",5,1,99,138,1,1,36,2,3,57,1,1,2,NA,2,2,2,1,147,80,NA,1,1,1,NA,0
"1842",5,1,99,138,1,1,36,2,3,57,1,1,1,NA,1,0,0,0,116,74,NA,1,1,1,NA,0
"1843",5,1,99,138,1,1,36,2,3,57,1,2,1,NA,2,2,2,2,162,82,NA,1,1,1,NA,0
"1844",5,1,99,138,1,1,36,2,3,57,1,2,2,NA,2,1,1,1,86,68,NA,1,1,1,NA,0
"1845",5,1,99,138,1,1,36,2,3,57,1,2,5,NA,1,0,0,0,174,83,NA,1,1,1,NA,0
"1846",5,1,99,138,1,1,36,2,3,57,1,2,6,NA,2,2,1,1,110,75,NA,1,1,1,NA,0
"1847",5,1,99,138,1,1,36,2,3,57,1,2,7,NA,1,0,0,0,119,75,NA,1,1,1,NA,0
"1848",5,1,99,138,1,1,36,2,3,57,1,2,8,NA,2,2,3,1,162,84,NA,1,1,1,NA,0
"1849",5,1,99,138,1,1,36,2,3,57,1,2,9,NA,2,2,2,2,148,76,NA,1,1,1,NA,0
"1850",5,1,99,138,1,1,36,2,3,57,1,2,10,NA,1,0,0,0,155,79,NA,1,1,1,NA,0
"1851",5,1,99,138,1,1,36,2,3,57,1,2,14,NA,1,0,0,0,104,71,NA,1,1,1,NA,0
"1852",5,1,99,138,1,1,36,2,3,57,1,2,15,NA,2,1,1,1,105,74,NA,1,1,1,NA,0
"1853",5,1,99,138,1,1,36,2,3,57,1,2,16,NA,1,0,0,0,185,85,NA,1,1,1,NA,0
"1854",5,1,99,138,1,1,36,2,3,57,1,2,17,NA,2,2,3,1,170,82,NA,1,1,1,NA,0
"1855",5,1,99,138,1,1,36,2,3,57,1,2,18,NA,2,1,1,1,112,69,NA,1,1,1,NA,0
"1856",5,1,99,138,1,1,36,2,3,57,1,2,19,NA,2,1,1,1,110,74,NA,1,1,1,NA,0
"1857",5,1,99,138,1,1,36,1,1,49,3,4,2,NA,2,2,1,1,190,82,NA,1,1,1,NA,0
"1858",5,1,99,138,1,1,36,1,1,49,3,2,1,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1859",5,1,99,138,1,1,36,1,1,49,3,6,7,NA,1,0,0,0,85,66,NA,1,1,1,NA,0
"1860",5,1,99,138,1,1,36,1,1,49,3,5,7,NA,2,2,1,1,108,73,NA,1,1,1,NA,0
"1861",5,1,99,138,1,1,36,1,1,49,3,2,6,NA,2,1,1,1,98,70,NA,1,1,1,NA,0
"1862",5,1,99,138,1,1,36,2,4,80,0,1,2,NA,1,0,0,0,105,72,NA,1,1,1,NA,0
"1863",5,1,99,138,1,1,36,2,4,80,0,1,3,NA,1,0,0,0,98,72,NA,1,1,1,NA,0
"1864",5,1,99,138,1,1,36,2,4,80,0,2,3,NA,1,0,0,0,169,85,NA,1,1,1,NA,0
"1865",5,1,99,138,1,1,36,2,4,80,0,2,4,NA,2,2,2,1,160,85,NA,1,1,1,NA,0
"1866",5,1,99,138,1,1,36,2,4,80,0,1,5,NA,2,1,1,1,92,66,NA,1,1,1,NA,0
"1867",5,1,99,138,1,1,36,2,4,80,0,1,6,NA,2,1,1,1,116,70,NA,1,1,1,NA,0
"1868",5,1,99,138,1,1,36,2,4,80,0,1,7,NA,2,2,2,2,216,85,NA,1,1,1,NA,0
"1869",5,1,99,138,1,1,36,2,4,80,0,2,10,NA,2,1,1,1,83,64,NA,1,1,1,NA,0
"1870",5,1,99,138,1,1,36,2,4,80,0,1,9,NA,1,0,0,0,85,66,NA,1,1,1,NA,0
"1871",5,1,99,138,1,1,36,2,4,80,0,2,11,NA,2,3,2,1,189,84,NA,1,1,1,NA,0
"1872",5,1,99,138,1,1,36,2,4,80,0,1,12,NA,1,0,0,0,135,78,NA,1,1,1,NA,0
"1873",5,1,99,138,1,1,36,2,4,80,0,1,13,NA,2,2,3,1,200,90,NA,1,1,1,NA,0
"1874",5,1,99,138,1,1,36,2,4,80,0,2,13,NA,2,2,2,1,208,92,NA,1,1,1,NA,0
"1875",5,1,99,138,1,1,36,2,4,80,0,2,14,NA,1,0,0,0,146,83,NA,1,1,1,NA,0
"1876",5,1,99,138,1,1,36,2,4,80,0,1,15,NA,2,1,1,1,85,66,NA,1,1,1,NA,0
"1877",5,1,99,138,1,1,36,2,4,80,0,1,17,NA,1,0,0,0,93,69,NA,1,1,1,NA,0
"1878",5,1,99,138,1,1,36,2,2,80,0,2,19,NA,1,0,0,0,108,73,NA,1,1,1,NA,0
"1879",5,1,99,138,1,1,36,2,2,80,0,2,18,NA,1,0,0,0,133,72,NA,1,1,1,NA,0
"1880",5,1,99,138,1,1,36,2,2,80,0,2,15,NA,1,0,0,0,105,72,NA,1,1,1,NA,0
"1881",5,1,99,138,1,1,36,2,2,80,0,1,14,NA,1,0,0,0,98,71,NA,1,1,1,NA,0
"1882",5,1,99,138,1,1,36,2,2,80,0,2,14,NA,1,0,0,0,111,73,NA,1,1,1,NA,0
"1883",5,1,99,138,1,1,36,2,2,80,0,1,12,NA,2,2,1,1,111,75,NA,1,1,1,NA,0
"1884",5,1,99,139,2,1,36,2,3,57,1,2,19,NA,2,2,1,1,119,74,NA,1,1,1,NA,0
"1885",5,1,99,139,2,1,36,2,3,57,1,2,18,NA,1,0,0,0,130,75,NA,1,1,1,NA,0
"1886",5,1,99,139,2,1,36,2,3,57,1,2,17,NA,1,0,0,0,120,75,NA,1,1,1,NA,0
"1887",5,1,99,139,2,1,36,2,3,57,1,2,16,NA,2,2,3,1,187,87,NA,1,1,1,NA,0
"1888",5,1,99,139,2,1,36,2,3,57,1,2,15,NA,2,2,2,1,160,80,NA,1,1,1,NA,0
"1889",5,1,99,139,2,1,36,2,3,57,1,2,13,NA,1,0,0,0,102,70,NA,1,1,1,NA,0
"1890",5,1,99,139,2,1,36,2,3,57,1,2,12,NA,2,2,3,1,247,96,NA,1,1,1,NA,0
"1891",5,1,99,139,2,1,36,2,3,57,1,2,10,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1892",5,1,99,139,2,1,36,2,3,57,1,2,9,NA,2,2,2,2,213,81,NA,1,1,1,NA,0
"1893",5,1,99,139,2,1,36,2,3,57,1,2,8,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1894",5,1,99,139,2,1,36,2,3,57,1,2,7,NA,1,0,0,0,190,84,NA,1,1,1,NA,0
"1895",5,1,99,139,2,1,36,2,3,57,1,2,6,NA,2,2,3,1,220,88,NA,1,1,1,NA,0
"1896",5,1,99,139,2,1,36,2,3,57,1,2,5,NA,2,1,1,1,105,70,NA,1,1,1,NA,0
"1897",5,1,99,139,2,1,36,2,3,57,1,2,3,NA,1,0,0,0,161,84,NA,1,1,1,NA,0
"1898",5,1,99,139,2,1,36,2,3,57,1,2,1,NA,2,2,3,1,246,96,NA,1,1,1,NA,0
"1899",5,1,99,139,2,1,36,2,3,57,1,1,1,NA,1,0,0,0,109,72,NA,1,1,1,NA,0
"1900",5,1,99,139,2,1,36,2,3,57,1,1,4,NA,2,1,1,1,115,74,NA,1,1,1,NA,0
"1901",5,1,99,139,2,1,36,2,3,57,1,1,5,NA,2,2,1,1,153,78,NA,1,1,1,NA,0
"1902",5,1,99,139,2,1,36,2,3,57,1,1,6,NA,1,0,0,0,138,77,NA,1,1,1,NA,0
"1903",5,1,99,139,2,1,36,2,3,57,1,1,7,NA,1,0,0,0,153,82,NA,1,1,1,NA,0
"1904",5,1,99,139,2,1,36,2,3,57,1,1,8,NA,2,2,1,1,166,82,NA,1,1,1,NA,0
"1905",5,1,99,139,2,1,36,2,3,57,1,1,10,NA,2,2,1,1,147,76,NA,1,1,1,NA,0
"1906",5,1,99,139,2,1,36,2,3,57,1,1,11,NA,2,1,1,1,109,71,NA,1,1,1,NA,0
"1907",5,1,99,139,2,1,36,2,3,57,1,1,13,NA,2,1,1,1,71,64,NA,1,1,1,NA,0
"1908",5,1,99,139,2,1,36,2,3,57,1,1,14,NA,2,2,3,1,195,84,NA,1,1,1,NA,0
"1909",5,1,99,139,2,1,36,2,3,57,1,1,16,NA,2,2,2,1,178,84,NA,1,1,1,NA,0
"1910",5,1,99,139,2,1,36,1,1,49,1,2,6,NA,1,0,0,0,100,69,NA,1,1,1,NA,0
"1911",5,1,99,139,2,1,36,1,1,49,1,2,4,NA,1,0,0,0,148,78,NA,1,1,1,NA,0
"1912",5,1,99,139,2,1,36,1,1,49,1,1,2,NA,1,0,0,0,135,78,NA,1,1,1,NA,0
"1913",5,1,99,139,2,1,36,2,2,80,0,2,7,NA,2,1,1,1,124,69,NA,1,1,1,NA,0
"1914",5,1,99,139,2,1,36,2,2,80,0,2,6,NA,1,0,0,0,120,73,NA,1,1,1,NA,0
"1915",5,1,99,139,2,1,36,2,2,80,0,2,2,NA,2,2,1,1,145,75,NA,1,1,1,NA,0
"1916",5,1,99,139,2,1,36,2,4,80,0,1,20,NA,2,1,1,1,80,65,NA,1,1,1,NA,0
"1917",5,1,99,139,2,1,36,2,4,80,0,1,19,NA,1,0,0,0,0,0,NA,2,1,2,NA,0
"1918",5,1,99,139,2,1,36,2,4,80,0,1,17,NA,2,2,2,1,173,83,NA,1,1,1,NA,0
"1919",5,1,99,139,2,1,36,2,4,80,0,1,14,NA,2,2,2,1,171,85,NA,1,1,1,NA,0
"1920",5,1,99,139,2,1,36,2,4,80,0,1,13,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1921",5,1,99,139,2,1,36,2,4,80,0,2,13,NA,2,0,0,0,0,0,NA,2,1,2,NA,0
"1922",5,1,99,139,2,1,36,2,4,80,0,2,11,NA,1,0,0,0,107,70,NA,1,1,1,NA,0
"1923",5,1,99,139,2,1,36,2,4,80,0,2,10,NA,2,0,0,0,0,0,NA,2,1,2,NA,0
"1924",5,1,99,139,2,1,36,2,4,80,0,1,7,NA,2,2,2,1,195,88,NA,1,1,1,NA,0
"1925",5,1,99,139,2,1,36,2,4,80,0,2,5,NA,2,1,1,1,95,71,NA,1,1,1,NA,0
"1926",5,1,99,139,2,1,36,2,4,80,0,1,3,NA,1,0,0,0,158,80,NA,1,1,1,NA,0
"1927",5,1,99,139,2,1,36,2,4,80,0,2,3,NA,2,2,2,2,245,90,NA,1,1,1,NA,0
"1928",5,1,99,139,2,1,36,2,2,80,0,2,18,NA,1,0,0,0,0,0,NA,2,1,2,NA,0
"1929",5,1,99,139,2,1,36,2,2,80,0,2,15,NA,1,0,0,0,185,78,NA,1,1,1,NA,0
"1930",5,1,99,139,2,1,36,2,2,80,0,2,14,NA,2,2,1,1,113,73,NA,1,1,1,NA,0
"1931",5,1,99,139,2,1,36,2,2,80,0,1,14,NA,1,0,0,0,0,0,NA,2,1,2,NA,0
"1932",5,1,99,139,2,1,36,2,2,80,0,2,13,NA,1,0,0,0,148,78,NA,1,1,1,NA,0
"1933",5,1,99,139,2,1,36,2,2,80,0,1,12,NA,1,0,0,0,152,75,NA,1,1,1,NA,0
"1934",5,1,99,139,2,1,36,2,2,80,0,2,11,NA,2,0,0,0,0,0,NA,2,1,2,NA,0
"1935",5,1,99,139,2,1,36,2,2,80,0,2,8,NA,1,0,0,0,134,71,NA,1,1,1,NA,0
"1936",5,9,99,138,1,1,36,2,3,57,1,1,20,NA,1,NA,NA,NA,110,72,NA,1,1,1,NA,NA
"1937",5,9,99,138,1,1,36,2,3,57,1,1,19,NA,1,NA,NA,NA,119,0,NA,1,2,1,NA,NA
"1938",5,9,99,138,1,1,36,2,3,57,1,1,16,NA,2,1,1,1,107,72,NA,1,1,1,NA,NA
"1939",5,9,99,138,1,1,36,2,3,57,1,1,15,NA,1,0,0,0,94,67,NA,1,1,1,NA,NA
"1940",5,9,99,138,1,1,36,2,3,57,1,1,11,NA,1,0,0,0,84,65,NA,1,1,1,NA,NA
"1941",5,9,99,138,1,1,36,2,3,57,1,1,10,NA,1,0,0,0,162,82,NA,1,1,1,NA,NA
"1942",5,9,99,138,1,1,36,2,3,57,1,1,8,NA,2,2,3,1,151,80,NA,1,1,1,NA,NA
"1943",5,9,99,138,1,1,36,2,3,57,1,1,7,NA,2,1,1,1,113,73,NA,1,1,1,NA,NA
"1944",5,9,99,138,1,1,36,2,3,57,1,1,6,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1945",5,9,99,138,1,1,36,2,3,57,1,1,5,NA,1,0,0,0,115,75,NA,1,1,1,NA,0
"1946",5,9,99,138,1,1,36,2,3,57,1,1,2,NA,2,2,3,1,170,81,NA,1,1,1,NA,0
"1947",5,9,99,138,1,1,36,2,3,57,1,2,1,NA,1,0,0,0,125,74,NA,1,1,1,NA,0
"1948",5,9,99,138,1,1,36,2,3,57,1,2,2,NA,1,0,0,0,125,76,NA,1,1,1,NA,0
"1949",5,9,99,138,1,1,36,2,3,57,1,2,3,NA,1,0,0,0,116,75,NA,1,1,1,NA,0
"1950",5,9,99,138,1,1,36,2,3,57,1,2,4,NA,1,0,0,0,110,72,NA,1,1,1,NA,0
"1951",5,9,99,138,1,1,36,2,3,57,1,2,5,NA,1,0,0,0,170,80,NA,1,1,1,NA,0
"1952",5,9,99,138,1,1,36,2,3,57,1,2,10,NA,1,0,0,0,119,72,NA,1,1,1,NA,0
"1953",5,9,99,138,1,1,36,2,3,57,1,2,11,NA,2,2,3,1,231,92,NA,1,1,1,NA,0
"1954",5,9,99,138,1,1,36,2,3,57,1,2,12,NA,1,0,0,0,111,70,NA,1,1,1,NA,0
"1955",5,9,99,138,1,1,36,2,3,57,1,2,13,NA,1,0,0,0,108,70,NA,1,1,1,NA,0
"1956",5,9,99,138,1,1,36,2,3,57,1,2,14,NA,1,0,0,0,109,73,NA,1,1,1,NA,0
"1957",5,9,99,138,1,1,36,2,3,57,1,2,16,NA,1,0,0,0,84,0,NA,1,2,1,NA,0
"1958",5,9,99,138,1,1,36,2,3,57,1,2,17,NA,2,2,1,1,122,76,NA,1,1,1,NA,0
"1959",5,9,99,138,1,1,36,2,3,57,1,2,19,NA,2,2,3,1,220,92,NA,3,1,0,NA,0
"1960",5,9,99,138,1,1,36,2,3,57,1,2,20,NA,1,0,0,0,121,74,NA,1,1,1,NA,0
"1961",5,9,99,138,1,1,36,2,2,80,0,2,9,NA,2,1,1,1,92,68,NA,1,1,1,NA,0
"1962",5,9,99,138,1,1,36,2,2,80,0,2,10,NA,1,0,0,0,100,72,NA,1,1,1,NA,0
"1963",5,9,99,138,1,1,36,2,2,80,0,1,17,NA,2,1,1,1,63,59,NA,1,1,1,NA,0
"1964",5,9,99,138,1,1,36,2,2,80,0,2,17,NA,1,0,0,0,175,84,NA,1,1,1,NA,0
"1965",5,9,99,138,1,1,36,1,1,88,1,4,6,NA,1,0,0,0,117,74,NA,1,1,1,NA,0
"1966",5,9,99,138,1,1,36,1,1,88,1,7,6,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1967",5,9,99,138,1,1,36,2,4,80,0,1,2,NA,1,0,0,0,153,81,NA,1,1,1,NA,0
"1968",5,9,99,138,1,1,36,2,4,80,0,2,3,NA,1,0,0,0,130,77,NA,1,1,1,NA,0
"1969",5,9,99,138,1,1,36,2,4,80,0,1,3,NA,1,0,0,0,123,75,NA,1,1,1,NA,0
"1970",5,9,99,138,1,1,36,2,4,80,0,2,4,NA,1,0,0,0,110,72,NA,1,1,1,NA,0
"1971",5,9,99,138,1,1,36,2,4,80,0,2,5,NA,1,0,0,0,0,0,NA,1,3,1,NA,0
"1972",5,9,99,138,1,1,36,2,4,80,0,1,6,NA,1,0,0,0,130,79,NA,1,1,1,NA,0
"1973",5,9,99,138,1,1,36,2,4,80,0,2,7,NA,1,0,0,0,121,75,NA,1,1,1,NA,0
"1974",5,9,99,138,1,1,36,2,4,80,0,1,8,NA,1,0,0,0,129,79,NA,1,1,1,NA,0
"1975",5,9,99,138,1,1,36,2,4,80,0,2,10,NA,2,1,1,1,92,69,NA,1,1,1,NA,0
"1976",5,9,99,138,1,1,36,2,4,80,0,2,11,NA,1,0,0,0,145,83,NA,1,1,1,NA,0
"1977",5,9,99,138,1,1,36,2,4,80,0,1,12,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"1978",5,9,99,138,1,1,36,2,4,80,0,2,12,NA,2,1,1,1,94,70,NA,1,1,1,NA,0
"1979",5,9,99,138,1,1,36,2,4,80,0,1,14,NA,1,0,0,0,180,84,NA,1,1,1,NA,0
"1980",5,9,99,138,1,1,36,2,4,80,0,2,14,NA,1,0,0,0,109,73,NA,1,1,1,NA,0
"1981",5,9,99,138,1,1,36,2,4,80,0,1,15,NA,1,0,0,0,93,72,NA,1,1,1,NA,0
"1982",5,9,99,138,1,1,36,2,4,80,0,1,17,NA,2,1,1,1,110,71,NA,1,1,1,NA,0
"1983",5,9,99,139,2,1,36,1,1,88,1,6,6,NA,1,0,0,0,124,75,NA,1,1,1,NA,0
"1984",5,9,99,139,2,1,36,2,3,57,1,1,1,NA,1,0,0,0,124,74,NA,1,1,1,NA,0
"1985",5,9,99,139,2,1,36,2,3,57,1,1,2,NA,1,0,0,0,178,84,NA,1,1,1,NA,0
"1986",5,9,99,139,2,1,36,2,3,57,1,1,7,NA,2,3,2,1,144,78,NA,1,1,1,NA,0
"1987",5,9,99,139,2,1,36,2,3,57,1,1,8,NA,2,2,3,1,150,80,NA,1,1,1,NA,0
"1988",5,9,99,139,2,1,36,2,3,57,1,1,11,NA,2,1,1,1,91,68,NA,1,1,1,NA,0
"1989",5,9,99,139,2,1,36,2,3,57,1,1,15,NA,1,0,0,0,101,71,NA,1,1,1,NA,0
"1990",5,9,99,139,2,1,36,2,3,57,1,1,16,NA,2,2,1,1,110,71,NA,1,1,1,NA,0
"1991",5,9,99,139,2,1,36,2,3,57,1,1,19,NA,1,0,0,0,128,73,NA,1,1,1,NA,0
"1992",5,9,99,139,2,1,36,2,3,57,1,2,1,NA,1,0,0,0,204,0,NA,1,2,1,NA,0
"1993",5,9,99,139,2,1,36,2,3,57,1,2,4,NA,2,2,2,2,195,80,NA,1,1,1,NA,0
"1994",5,9,99,139,2,1,36,2,3,57,1,2,10,NA,1,0,0,0,132,74,NA,1,1,1,NA,0
"1995",5,9,99,139,2,1,36,2,3,57,1,2,11,NA,2,1,1,1,107,73,NA,1,1,1,NA,0
"1996",5,9,99,139,2,1,36,2,3,57,1,2,12,NA,2,1,1,1,80,63,NA,1,1,1,NA,0
"1997",5,9,99,139,2,1,36,2,3,57,1,2,15,NA,1,0,0,0,134,76,NA,1,1,1,NA,0
"1998",5,9,99,139,2,1,36,2,3,57,1,2,16,NA,1,0,0,0,122,75,NA,1,1,1,NA,0
"1999",5,9,99,139,2,1,36,2,3,57,1,2,17,NA,1,0,0,0,120,74,NA,1,1,1,NA,0
"2000",5,9,99,139,2,1,36,2,3,57,1,2,20,NA,2,1,1,1,112,72,NA,1,1,1,NA,0
"2001",5,9,99,139,2,1,36,2,2,80,0,2,20,NA,2,2,3,1,176,84,NA,1,1,1,NA,0
"2002",5,9,99,139,2,1,36,2,2,80,0,1,19,NA,1,0,0,0,133,71,NA,1,1,1,NA,0
"2003",5,9,99,139,2,1,36,2,2,80,0,2,17,NA,2,2,2,2,275,90,NA,3,1,0,NA,0
"2004",5,9,99,139,2,1,36,2,2,80,0,1,17,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2005",5,9,99,139,2,1,36,2,2,80,0,1,16,NA,2,1,1,1,100,69,NA,1,1,1,NA,0
"2006",5,9,99,139,2,1,36,2,2,80,0,2,15,NA,1,0,0,0,213,87,NA,1,1,1,NA,0
"2007",5,9,99,139,2,1,36,2,2,80,0,2,14,NA,1,0,0,0,130,75,NA,1,1,1,NA,0
"2008",5,9,99,139,2,1,36,2,2,80,0,2,11,NA,1,0,0,0,102,70,NA,1,1,1,NA,0
"2009",5,9,99,139,2,1,36,2,2,80,0,2,10,NA,1,0,0,0,119,72,NA,1,1,1,NA,0
"2010",5,9,99,139,2,1,36,2,2,80,0,2,9,NA,1,0,0,0,102,71,NA,1,1,1,NA,0
"2011",5,9,99,139,2,1,36,2,2,80,0,2,8,NA,1,0,0,0,102,73,NA,1,1,1,NA,0
"2012",5,9,99,139,2,1,36,2,2,80,0,1,7,NA,2,1,1,1,101,70,NA,1,1,1,NA,0
"2013",5,9,99,139,2,1,36,2,2,80,0,2,4,NA,1,0,0,0,199,87,NA,1,1,1,NA,0
"2014",5,9,99,139,2,1,36,2,2,80,0,2,3,NA,2,2,3,1,175,85,NA,1,1,1,NA,0
"2015",5,9,99,139,2,1,36,2,2,80,0,2,2,NA,2,1,1,1,120,73,NA,1,1,1,NA,0
"2016",5,9,99,139,2,1,36,2,4,80,0,1,2,NA,1,0,0,0,123,74,1,1,1,1,NA,0
"2017",5,9,99,139,2,1,36,2,4,80,0,2,2,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"2018",5,9,99,139,2,1,36,2,4,80,0,2,3,NA,1,0,0,0,186,86,0,1,1,1,NA,0
"2019",5,9,99,139,2,1,36,2,4,80,0,2,4,NA,1,0,0,0,100,74,0,1,1,1,NA,0
"2020",5,9,99,139,2,1,36,2,4,80,0,2,5,NA,1,0,0,0,100,72,0,1,1,1,NA,0
"2021",5,9,99,139,2,1,36,2,4,80,0,2,6,NA,1,0,0,0,103,69,0,1,1,1,NA,0
"2022",5,9,99,139,2,1,36,2,4,80,0,1,7,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"2023",5,9,99,139,2,1,36,2,4,80,0,1,8,NA,1,0,0,0,111,92,0,1,1,1,NA,0
"2024",5,9,99,139,2,1,36,2,4,80,0,2,8,NA,1,0,0,0,0,0,0,2,1,2,NA,0
"2025",5,9,99,139,2,1,36,2,4,80,0,1,9,NA,1,0,0,0,120,74,0,1,1,1,NA,0
"2026",5,9,99,139,2,1,36,2,4,80,0,2,11,NA,2,1,1,1,111,68,0,1,1,1,NA,0
"2027",5,9,99,139,2,1,36,2,4,80,0,2,12,NA,1,0,0,0,117,73,0,1,1,1,NA,0
"2028",5,9,99,139,2,1,36,2,4,80,0,2,13,NA,2,1,1,1,99,69,0,1,1,1,NA,0
"2029",5,9,99,139,2,1,36,2,4,80,0,1,15,NA,2,2,2,2,255,95,0,1,1,1,NA,0
"2030",5,9,99,139,2,1,36,2,4,80,0,2,15,NA,1,0,0,0,0,0,0,2,1,2,NA,0
"2031",5,9,99,139,2,1,36,2,4,80,0,2,16,NA,1,0,0,0,134,74,0,1,1,1,NA,0
"2032",5,9,99,139,2,1,36,2,4,80,0,1,17,NA,1,0,0,0,61,55,0,1,1,1,NA,0
"2033",5,9,99,139,2,1,36,2,4,80,0,1,18,NA,1,0,0,0,120,73,0,1,1,1,NA,0
"2034",5,9,99,139,2,1,36,2,4,80,0,1,19,NA,0,0,0,0,0,0,0,0,0,0,NA,1
"2035",5,9,99,139,2,1,36,2,4,80,0,2,19,NA,2,1,1,1,101,69,0,1,1,1,NA,0
"2036",5,9,99,139,2,1,36,2,4,80,0,1,20,NA,2,2,1,1,143,78,0,1,1,1,NA,0
"2037",5,9,99,138,1,1,36,2,4,80,0,1,18,NA,0,0,0,0,0,0,0,1,3,1,NA,0
"2038",5,212,99,138,1,1,36,2,2,27,NA,1,13,NA,1,NA,NA,NA,104,71,NA,1,1,1,NA,NA
"2039",5,212,99,138,1,1,36,2,4,84,NA,1,19,NA,0,NA,NA,NA,0,0,NA,0,0,0,NA,1
"2040",5,212,99,138,1,1,36,2,4,84,NA,1,17,NA,1,NA,NA,NA,123,76,NA,1,1,1,NA,0
"2041",5,212,99,138,1,1,36,2,4,84,NA,1,15,NA,1,NA,NA,NA,93,71,NA,1,1,1,NA,0
"2042",5,212,99,138,1,1,36,2,4,84,NA,2,14,NA,1,NA,NA,NA,73,63,NA,1,1,1,NA,0
"2043",5,212,99,138,1,1,36,2,4,84,NA,1,10,NA,2,2,3,1,178,88,NA,1,1,1,NA,0
"2044",5,212,99,138,1,1,36,2,4,84,NA,1,1,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2045",5,212,99,138,1,1,36,2,3,56,4,1,13,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2046",5,212,99,138,1,1,36,2,3,56,4,2,1,NA,1,0,0,0,112,74,NA,1,1,1,NA,0
"2047",5,212,99,138,1,1,36,2,3,56,4,2,4,NA,1,0,0,0,152,78,NA,1,1,1,NA,0
"2048",5,212,99,138,1,1,36,2,3,56,4,2,10,NA,2,1,1,1,114,73,NA,1,1,1,NA,0
"2049",5,212,99,138,1,1,36,2,3,56,4,2,12,NA,1,0,0,0,184,83,NA,1,1,1,NA,0
"2050",5,212,99,139,2,1,36,2,2,27,NA,1,2,NA,1,0,0,0,124,77,NA,1,1,1,NA,0
"2051",5,212,99,139,2,1,36,2,2,27,NA,2,17,NA,2,2,1,1,105,70,NA,1,1,1,NA,0
"2052",5,212,99,139,2,1,36,2,4,84,NA,1,12,NA,1,0,0,0,156,79,NA,1,1,1,NA,0
"2053",5,212,99,139,2,1,36,2,4,84,NA,2,10,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2054",5,212,99,139,2,1,36,2,4,84,NA,2,5,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2055",5,212,99,139,2,1,36,2,4,84,NA,2,3,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2056",5,212,99,139,2,1,36,2,4,84,NA,1,1,NA,2,2,1,1,112,73,NA,1,1,1,NA,0
"2057",5,212,99,139,2,1,36,2,3,56,4,1,14,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2058",5,212,99,139,2,1,36,2,3,56,4,1,12,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2059",5,212,99,139,2,1,36,2,3,56,4,1,8,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2060",5,212,99,139,2,1,36,2,3,56,4,1,1,NA,0,0,0,0,0,0,NA,0,0,0,NA,1
"2061",5,212,99,139,2,1,36,2,3,56,4,2,14,NA,1,0,0,0,140,77,NA,1,1,1,NA,0
"2062",5,511,99,141,1,2,36,2,3,57,1,2,20,NA,2,2,1,1,110,72,NA,1,1,1,NA,NA
"2063",5,511,99,141,1,2,36,2,3,57,1,2,15,NA,2,1,1,1,114,71,NA,1,1,1,NA,NA
"2064",5,511,99,141,1,2,36,2,3,57,1,2,14,NA,2,1,1,1,97,68,NA,1,1,1,NA,NA
"2065",5,511,99,141,1,2,36,2,3,57,1,2,10,NA,1,0,0,0,94,65,NA,1,1,1,NA,NA
"2066",5,511,99,141,1,2,36,2,3,57,1,2,8,NA,2,1,1,1,119,72,NA,1,1,1,NA,NA
"2067",5,511,99,141,1,2,36,2,3,57,1,2,7,NA,1,0,0,0,124,75,NA,1,1,1,NA,NA
