"","RD","FARM","YR","JUL","DAY","TREAT","WOS","GLM","AREA","HAB","STUB","XCO","YCO","PERC"
"1970",4,9,99,68,2,1,26,2,3,57,NA,1,11,13
"1971",4,9,99,68,2,1,26,2,3,57,NA,1,12,14
"1972",4,9,99,68,2,1,26,2,3,57,NA,1,13,3
"1973",4,9,99,68,2,1,26,2,3,57,NA,1,14,7
"1974",4,9,99,68,2,1,26,2,3,57,NA,1,15,8
"1975",4,9,99,68,2,1,26,2,3,57,NA,1,16,1
"1976",4,9,99,68,2,1,26,2,3,57,NA,1,17,3
"1977",4,9,99,68,2,1,26,2,3,57,NA,1,18,5
"1978",4,9,99,68,2,1,26,2,3,57,NA,1,19,6
"1979",4,9,99,68,2,1,26,2,3,57,NA,1,20,7
"1980",4,9,99,68,2,1,26,2,3,57,NA,2,1,4
"1981",4,9,99,68,2,1,26,2,3,57,NA,2,2,48
"1982",4,9,99,68,2,1,26,2,3,57,NA,2,3,7
"1983",4,9,99,68,2,1,26,2,3,57,NA,2,5,6
"1984",4,9,99,68,2,1,26,2,3,57,NA,2,6,8
"1985",4,9,99,68,2,1,26,2,3,57,NA,2,7,9
"1986",4,9,99,68,2,1,26,2,3,57,NA,2,8,1
"1987",4,9,99,68,2,1,26,2,3,57,NA,2,9,3
"1988",4,9,99,68,2,1,26,2,3,57,NA,2,10,100
"1989",4,9,99,68,2,1,26,2,3,57,NA,2,11,26
"1990",4,9,99,68,2,1,26,2,3,57,NA,2,12,33
"1991",4,9,99,68,2,1,26,2,3,57,NA,2,13,70
"1992",4,9,99,68,2,1,26,2,3,57,NA,2,14,14
"1993",4,9,99,68,2,1,26,2,3,57,NA,2,17,15
"1994",4,9,99,68,2,1,26,2,3,57,NA,2,18,100
"1995",4,9,99,68,2,1,26,2,3,57,NA,2,19,35
"1996",4,9,99,68,2,1,26,2,3,57,NA,2,20,3
"1997",4,9,99,68,2,1,26,2,4,80,NA,1,1,7
"1998",4,9,99,68,2,1,26,2,4,80,NA,1,2,4
"1999",4,9,99,68,2,1,26,2,4,80,NA,1,3,4
"2000",4,9,99,68,2,1,26,2,4,80,NA,1,5,25
"2001",4,9,99,68,2,1,26,2,4,80,NA,1,6,7
"2002",4,9,99,68,2,1,26,2,4,80,NA,1,7,14
"2003",4,9,99,68,2,1,26,2,4,80,NA,1,8,4
"2004",4,9,99,68,2,1,26,2,4,80,NA,1,9,14
"2005",4,9,99,68,2,1,26,2,4,80,NA,1,10,25
"2006",4,9,99,68,2,1,26,2,4,80,NA,2,1,12
"2007",4,9,99,68,2,1,26,2,4,80,NA,2,2,1
"2008",4,9,99,68,2,1,26,2,4,80,NA,2,3,3
"2009",4,9,99,68,2,1,26,2,4,80,NA,2,4,14
"2010",4,9,99,68,2,1,26,2,4,80,NA,2,5,3
"2011",4,9,99,68,2,1,26,2,4,80,NA,2,6,38
"2012",4,9,99,68,2,1,26,2,4,80,NA,2,7,9
"2013",4,9,99,68,2,1,26,2,4,80,NA,2,8,2
"2014",4,9,99,68,2,1,26,2,4,80,NA,2,9,17
"2015",4,9,99,68,2,1,26,2,4,80,NA,2,10,30
"2016",4,38,99,67,1,1,26,1,1,40,4,2,3,1
"2017",4,38,99,67,1,1,26,1,1,40,4,2,5,1
"2018",4,38,99,67,1,1,26,2,2,84,NA,1,9,2
"2019",4,38,99,67,1,1,26,2,3,56,NA,1,3,1
"2020",4,38,99,67,1,1,26,2,3,56,NA,1,6,2
"2021",4,38,99,67,1,1,26,2,3,56,NA,1,10,4
"2022",4,38,99,67,1,1,26,2,3,56,NA,1,11,1
"2023",4,38,99,67,1,1,26,2,3,56,NA,1,12,3
"2024",4,38,99,67,1,1,26,2,3,56,NA,1,14,2
"2025",4,38,99,67,1,1,26,2,3,56,NA,1,15,1
"2026",4,38,99,67,1,1,26,2,3,56,NA,2,2,1
"2027",4,38,99,67,1,1,26,2,3,56,NA,2,3,1
"2028",4,38,99,67,1,1,26,2,3,56,NA,2,5,1
"2029",4,38,99,67,1,1,26,2,3,56,NA,2,20,1
"2030",4,38,99,67,1,1,26,2,4,84,NA,1,5,1
"2031",4,38,99,68,2,1,26,1,1,40,4,2,1,1
"2032",4,38,99,68,2,1,26,1,1,40,4,4,2,1
"2033",4,38,99,68,2,1,26,2,2,84,NA,2,3,1
"2034",4,38,99,68,2,1,26,2,3,56,NA,1,7,3
"2035",4,38,99,68,2,1,26,2,3,56,NA,2,15,1
"2036",4,192,99,77,2,2,26,1,1,41,NA,1,4,1
"2037",4,192,99,77,2,2,26,1,1,41,NA,1,5,4
"2038",4,192,99,77,2,2,26,1,1,41,NA,2,2,1
"2039",4,192,99,77,2,2,26,1,1,41,NA,2,3,1
"2040",4,192,99,77,2,2,26,1,1,41,NA,2,4,1
"2041",4,192,99,77,2,2,26,1,1,41,NA,2,5,2
"2042",4,192,99,77,2,2,26,1,1,41,NA,3,2,1
"2043",4,192,99,77,2,2,26,1,1,41,NA,3,3,1
"2044",4,192,99,77,2,2,26,1,1,41,NA,3,4,1
"2045",4,192,99,77,2,2,26,1,1,41,NA,3,5,3
"2046",4,192,99,77,2,2,26,1,1,41,NA,4,1,3
"2047",4,192,99,77,2,2,26,1,1,41,NA,4,3,1
"2048",4,192,99,77,2,2,26,2,2,80,NA,1,1,1
"2049",4,192,99,77,2,2,26,2,2,80,NA,2,3,1
"2050",4,192,99,77,2,2,26,2,2,80,NA,2,8,1
"2051",4,192,99,77,2,2,26,2,3,57,NA,1,8,10
"2052",4,192,99,77,2,2,26,2,3,57,NA,1,9,5
"2053",4,192,99,77,2,2,26,2,3,57,NA,2,5,2
"2054",4,192,99,77,2,2,26,2,3,57,NA,2,6,3
"2055",4,192,99,77,2,2,26,2,3,57,NA,2,7,1
"2056",4,192,99,77,2,2,26,2,4,80,NA,1,1,2
"2057",4,192,99,77,2,2,26,2,4,80,NA,1,2,1
"2058",4,192,99,77,2,2,26,2,4,80,NA,1,6,3
"2059",4,192,99,77,2,2,26,2,4,80,NA,2,1,6
"2060",4,192,99,77,2,2,26,2,4,80,NA,2,2,1
"2061",4,192,99,76,1,2,26,1,1,41,NA,1,1,3
"2062",4,192,99,76,1,2,26,1,1,41,NA,1,2,2
"2063",4,192,99,76,1,2,26,1,1,41,NA,1,3,1
"2064",4,192,99,76,1,2,26,1,1,41,NA,1,5,3
"2065",4,192,99,76,1,2,26,1,1,41,NA,2,1,1
"2066",4,192,99,76,1,2,26,1,1,41,NA,2,4,1
"2067",4,192,99,76,1,2,26,1,1,41,NA,2,5,1
"2068",4,192,99,76,1,2,26,1,1,41,NA,3,1,6
"2069",4,192,99,76,1,2,26,1,1,41,NA,3,3,7
"2070",4,192,99,76,1,2,26,1,1,41,NA,3,4,5
"2071",4,192,99,76,1,2,26,1,1,41,NA,3,5,2
"2072",4,192,99,76,1,2,26,1,1,41,NA,4,1,3
"2073",4,192,99,76,1,2,26,1,1,41,NA,4,2,2
"2074",4,192,99,76,1,2,26,1,1,41,NA,4,4,10
"2075",4,192,99,76,1,2,26,1,1,41,NA,5,1,2
"2076",4,192,99,76,1,2,26,1,1,41,NA,5,2,4
"2077",4,192,99,76,1,2,26,1,1,41,NA,5,3,4
"2078",4,192,99,76,1,2,26,1,1,41,NA,5,4,1
"2079",4,192,99,76,1,2,26,2,3,57,NA,2,9,5
"2080",4,192,99,76,1,2,26,2,3,57,NA,2,10,3
"2081",4,192,99,76,1,2,26,2,4,80,NA,1,5,2
"2082",4,216,99,67,1,2,26,1,1,40,4,2,4,2
"2083",4,216,99,67,1,2,26,2,2,84,NA,1,7,60
"2084",4,216,99,67,1,2,26,2,2,84,NA,2,7,1
"2085",4,216,99,67,1,2,26,2,2,84,NA,2,9,4
"2086",4,216,99,67,1,2,26,2,3,56,NA,1,1,35
"2087",4,216,99,67,1,2,26,2,3,56,NA,1,2,25
"2088",4,216,99,67,1,2,26,2,3,56,NA,1,4,1
"2089",4,216,99,67,1,2,26,2,3,56,NA,1,5,8
"2090",4,216,99,67,1,2,26,2,3,56,NA,1,6,14
"2091",4,216,99,67,1,2,26,2,3,56,NA,1,7,8
"2092",4,216,99,67,1,2,26,2,3,56,NA,1,8,55
"2093",4,216,99,67,1,2,26,2,3,56,NA,1,9,21
"2094",4,216,99,67,1,2,26,2,3,56,NA,1,10,16
"2095",4,216,99,67,1,2,26,2,3,56,NA,1,11,20
"2096",4,216,99,67,1,2,26,2,3,56,NA,1,12,98
"2097",4,216,99,67,1,2,26,2,3,56,NA,1,14,3
"2098",4,216,99,67,1,2,26,2,3,56,NA,1,15,7
"2099",4,216,99,67,1,2,26,2,3,56,NA,1,16,7
"2100",4,216,99,67,1,2,26,2,3,56,NA,1,17,4
"2101",4,216,99,67,1,2,26,2,3,56,NA,1,18,7
"2102",4,216,99,67,1,2,26,2,3,56,NA,1,19,3
"2103",4,216,99,67,1,2,26,2,3,56,NA,1,20,9
"2104",4,216,99,67,1,2,26,2,3,56,NA,2,6,6
"2105",4,216,99,67,1,2,26,2,3,56,NA,2,7,1
"2106",4,216,99,67,1,2,26,2,3,56,NA,2,9,2
"2107",4,216,99,67,1,2,26,2,3,56,NA,2,10,4
"2108",4,216,99,67,1,2,26,2,3,56,NA,2,12,20
"2109",4,216,99,67,1,2,26,2,3,56,NA,2,13,1
"2110",4,216,99,67,1,2,26,2,3,56,NA,2,15,2
"2111",4,216,99,67,1,2,26,2,3,56,NA,2,16,1
"2112",4,216,99,67,1,2,26,2,3,56,NA,2,17,1
"2113",4,216,99,67,1,2,26,2,3,56,NA,2,19,1
"2114",4,216,99,67,1,2,26,2,3,56,NA,2,20,6
"2115",4,216,99,67,1,2,26,2,4,84,NA,1,4,1
"2116",4,216,99,67,1,2,26,2,4,84,NA,1,5,1
"2117",4,216,99,67,1,2,26,2,4,84,NA,1,6,1
"2118",4,216,99,67,1,2,26,2,4,84,NA,1,8,4
"2119",4,216,99,67,1,2,26,2,4,84,NA,1,9,1
"2120",4,216,99,67,1,2,26,2,4,84,NA,1,10,4
"2121",4,216,99,67,1,2,26,2,4,84,NA,2,4,2
"2122",4,216,99,67,1,2,26,2,4,84,NA,2,5,1
"2123",4,216,99,67,1,2,26,2,4,84,NA,2,8,1
"2124",4,216,99,68,2,2,26,1,1,40,4,1,3,1
"2125",4,216,99,68,2,2,26,1,1,40,4,2,3,1
"2126",4,216,99,68,2,2,26,1,1,40,4,3,2,1
"2127",4,216,99,68,2,2,26,1,1,40,4,3,3,1
"2128",4,216,99,68,2,2,26,1,1,40,4,3,5,4
"2129",4,216,99,68,2,2,26,2,3,56,NA,1,1,4
"2130",4,216,99,68,2,2,26,2,3,56,NA,1,2,1
"2131",4,216,99,68,2,2,26,2,3,56,NA,1,3,1
"2132",4,216,99,68,2,2,26,2,3,56,NA,1,4,2
"2133",4,216,99,68,2,2,26,2,3,56,NA,1,5,3
"2134",4,216,99,68,2,2,26,2,3,56,NA,1,8,4
"2135",4,216,99,68,2,2,26,2,3,56,NA,1,9,8
"2136",4,216,99,68,2,2,26,2,3,56,NA,1,10,25
"2137",4,216,99,68,2,2,26,2,3,56,NA,1,11,12
"2138",4,216,99,68,2,2,26,2,3,56,NA,1,12,35
"2139",4,216,99,68,2,2,26,2,3,56,NA,1,15,1
"2140",4,216,99,68,2,2,26,2,3,56,NA,1,16,4
"2141",4,216,99,68,2,2,26,2,3,56,NA,1,17,1
"2142",4,216,99,68,2,2,26,2,3,56,NA,2,1,1
"2143",4,216,99,68,2,2,26,2,3,56,NA,2,3,1
"2144",4,216,99,68,2,2,26,2,3,56,NA,2,9,1
"2145",4,216,99,68,2,2,26,2,3,56,NA,2,10,1
"2146",4,216,99,68,2,2,26,2,3,56,NA,2,11,2
"2147",4,216,99,68,2,2,26,2,3,56,NA,2,12,5
"2148",4,216,99,68,2,2,26,2,3,56,NA,2,13,1
"2149",4,216,99,68,2,2,26,2,3,56,NA,2,14,2
"2150",4,216,99,68,2,2,26,2,3,56,NA,2,15,3
"2151",4,216,99,68,2,2,26,2,3,56,NA,2,16,1
"2152",4,216,99,68,2,2,26,2,3,56,NA,2,18,6
"2153",4,216,99,68,2,2,26,2,3,56,NA,2,19,4
"2154",4,216,99,68,2,2,26,2,3,56,NA,2,20,6
"2155",4,216,99,68,2,2,26,2,4,84,NA,1,9,1
"2156",4,216,99,68,2,2,26,2,4,84,NA,1,10,1
"2157",4,216,99,68,2,2,26,2,4,84,NA,2,8,1
"2158",4,231,99,77,1,2,26,2,2,80,NA,2,3,4
"2159",4,231,99,77,1,2,26,2,4,80,NA,1,6,12
"2160",4,231,99,77,1,2,26,2,4,80,NA,1,8,3
"2161",4,231,99,77,1,2,26,2,4,80,NA,2,2,31
"2162",4,231,99,77,1,2,26,2,4,80,NA,2,4,4
"2163",4,231,99,77,1,2,26,2,4,80,NA,2,5,7
"2164",4,231,99,77,1,2,26,2,4,80,NA,2,6,4
"2165",4,231,99,77,1,2,26,2,4,80,NA,2,8,1
"2166",4,231,99,77,1,2,26,2,4,80,NA,2,10,13
"2167",4,231,99,78,2,2,26,1,1,44,NA,2,3,1
"2168",4,231,99,78,2,2,26,1,1,44,NA,2,4,2
"2169",4,231,99,78,2,2,26,1,1,44,NA,2,5,1
"2170",4,231,99,78,2,2,26,1,1,44,NA,3,2,1
"2171",4,231,99,78,2,2,26,1,1,44,NA,3,4,2
"2172",4,231,99,78,2,2,26,1,1,44,NA,3,5,1
"2173",4,231,99,78,2,2,26,2,2,80,NA,1,3,8
"2174",4,231,99,78,2,2,26,2,2,80,NA,1,4,100
"2175",4,231,99,78,2,2,26,2,2,80,NA,1,5,2
"2176",4,231,99,78,2,2,26,2,2,80,NA,1,6,15
"2177",4,231,99,78,2,2,26,2,2,80,NA,1,8,1
"2178",4,231,99,78,2,2,26,2,2,80,NA,1,9,8
"2179",4,231,99,78,2,2,26,2,2,80,NA,1,10,14
"2180",4,231,99,78,2,2,26,2,2,80,NA,2,3,5
"2181",4,231,99,78,2,2,26,2,2,80,NA,2,4,12
"2182",4,231,99,78,2,2,26,2,2,80,NA,2,5,16
"2183",4,231,99,78,2,2,26,2,2,80,NA,2,6,23
"2184",4,231,99,78,2,2,26,2,2,80,NA,2,7,35
"2185",4,231,99,78,2,2,26,2,2,80,NA,2,10,12
"2186",4,231,99,78,2,2,26,2,3,57,1,1,2,1
"2187",4,231,99,78,2,2,26,2,3,57,1,1,3,3
"2188",4,231,99,78,2,2,26,2,3,57,1,1,4,2
"2189",4,231,99,78,2,2,26,2,3,57,1,1,6,1
"2190",4,231,99,78,2,2,26,2,3,57,1,2,2,1
"2191",4,231,99,78,2,2,26,2,3,57,1,2,3,1
"2192",4,231,99,78,2,2,26,2,3,57,1,2,4,1
"2193",4,231,99,78,2,2,26,2,3,57,1,2,5,1
"2194",4,231,99,78,2,2,26,2,3,57,1,2,6,1
"2195",4,231,99,78,2,2,26,2,3,57,1,2,9,2
"2196",4,231,99,78,2,2,26,2,3,57,1,2,11,1
"2197",4,231,99,78,2,2,26,2,3,57,1,2,15,1
"2198",4,231,99,78,2,2,26,2,3,57,1,2,16,6
"2199",4,231,99,78,2,2,26,2,3,57,1,2,18,3
"2200",4,231,99,78,2,2,26,2,4,80,NA,1,1,50
"2201",4,231,99,78,2,2,26,2,4,80,NA,1,2,100
"2202",4,231,99,78,2,2,26,2,4,80,NA,1,3,100
"2203",4,231,99,78,2,2,26,2,4,80,NA,1,4,100
"2204",4,231,99,78,2,2,26,2,4,80,NA,1,5,100
"2205",4,231,99,78,2,2,26,2,4,80,NA,1,6,100
"2206",4,231,99,78,2,2,26,2,4,80,NA,1,7,100
"2207",4,231,99,78,2,2,26,2,4,80,NA,1,8,80
"2208",4,231,99,78,2,2,26,2,4,80,NA,1,9,100
"2209",4,231,99,78,2,2,26,2,4,80,NA,1,10,30
"2210",4,231,99,78,2,2,26,2,4,80,NA,1,11,74
"2211",4,231,99,78,2,2,26,2,4,80,NA,1,12,25
"2212",4,231,99,78,2,2,26,2,4,80,NA,2,1,100
"2213",4,231,99,78,2,2,26,2,4,80,NA,2,2,100
"2214",4,231,99,78,2,2,26,2,4,80,NA,2,3,100
"2215",4,231,99,78,2,2,26,2,4,80,NA,2,4,80
"2216",4,231,99,78,2,2,26,2,4,80,NA,2,5,100
"2217",4,231,99,78,2,2,26,2,4,80,NA,2,6,100
"2218",4,231,99,78,2,2,26,2,4,80,NA,2,7,25
"2219",4,231,99,78,2,2,26,2,4,80,NA,2,8,100
"2220",4,231,99,78,2,2,26,2,4,80,NA,2,9,100
"2221",4,231,99,78,2,2,26,2,4,80,NA,2,10,98
"2222",4,231,99,78,2,2,26,2,4,80,NA,2,11,30
"2223",4,231,99,78,2,2,26,2,4,80,NA,2,12,100
"2224",4,232,99,78,2,1,26,1,1,41,NA,1,2,1
"2225",4,232,99,78,2,1,26,1,1,41,NA,1,3,1
"2226",4,232,99,78,2,1,26,1,1,41,NA,2,1,2
"2227",4,232,99,78,2,1,26,1,1,41,NA,2,3,1
"2228",4,232,99,78,2,1,26,1,1,41,NA,4,1,1
"2229",4,232,99,78,2,1,26,2,2,80,NA,1,1,10
"2230",4,232,99,78,2,1,26,2,2,80,NA,1,2,3
"2231",4,232,99,78,2,1,26,2,2,80,NA,1,3,6
"2232",4,232,99,78,2,1,26,2,2,80,NA,1,4,3
"2233",4,232,99,78,2,1,26,2,2,80,NA,1,6,2
"2234",4,232,99,78,2,1,26,2,2,80,NA,1,8,12
"2235",4,232,99,78,2,1,26,2,2,80,NA,1,9,1
"2236",4,232,99,78,2,1,26,2,2,80,NA,1,10,2
"2237",4,232,99,78,2,1,26,2,2,80,NA,2,2,1
"2238",4,232,99,78,2,1,26,2,2,80,NA,2,4,1
"2239",4,232,99,78,2,1,26,2,2,80,NA,2,5,7
"2240",4,232,99,78,2,1,26,2,2,80,NA,2,7,11
"2241",4,232,99,78,2,1,26,2,2,80,NA,2,9,6
"2242",4,232,99,78,2,1,26,2,3,57,1,1,1,35
"2243",4,232,99,78,2,1,26,2,3,57,1,1,2,14
"2244",4,232,99,78,2,1,26,2,3,57,1,1,3,1
"2245",4,232,99,78,2,1,26,2,3,57,1,1,4,6
"2246",4,232,99,78,2,1,26,2,3,57,1,1,5,40
"2247",4,232,99,78,2,1,26,2,3,57,1,1,6,4
"2248",4,232,99,78,2,1,26,2,3,57,1,1,7,3
"2249",4,232,99,78,2,1,26,2,3,57,1,1,8,10
"2250",4,232,99,78,2,1,26,2,3,57,1,1,12,1
"2251",4,232,99,78,2,1,26,2,3,57,1,1,15,10
"2252",4,232,99,78,2,1,26,2,3,57,1,1,16,2
"2253",4,232,99,78,2,1,26,2,3,57,1,1,17,NA
"2254",4,232,99,78,2,1,26,2,3,57,1,1,19,5
"2255",4,232,99,78,2,1,26,2,3,57,1,2,1,2
"2256",4,232,99,78,2,1,26,2,3,57,1,2,2,2
"2257",4,232,99,78,2,1,26,2,3,57,1,2,3,80
"2258",4,232,99,78,2,1,26,2,3,57,1,2,4,8
"2259",4,232,99,78,2,1,26,2,3,57,1,2,5,3
"2260",4,232,99,78,2,1,26,2,3,57,1,2,6,1
"2261",4,232,99,78,2,1,26,2,3,57,1,2,7,1
"2262",4,232,99,78,2,1,26,2,3,57,1,2,8,1
"2263",4,232,99,78,2,1,26,2,3,57,1,2,9,3
"2264",4,232,99,78,2,1,26,2,3,57,1,2,10,5
"2265",4,232,99,78,2,1,26,2,3,57,1,2,11,1
"2266",4,232,99,78,2,1,26,2,3,57,1,2,12,8
"2267",4,232,99,78,2,1,26,2,3,57,1,2,13,1
"2268",4,232,99,78,2,1,26,2,3,57,1,2,14,4
"2269",4,232,99,78,2,1,26,2,3,57,1,2,15,14
"2270",4,232,99,78,2,1,26,2,3,57,1,2,16,8
"2271",4,232,99,78,2,1,26,2,3,57,1,2,17,1
"2272",4,232,99,78,2,1,26,2,3,57,1,2,20,2
"2273",4,232,99,78,2,1,26,2,4,80,NA,1,2,7
"2274",4,232,99,78,2,1,26,2,4,80,NA,1,3,5
"2275",4,232,99,78,2,1,26,2,4,80,NA,1,4,4
"2276",4,232,99,78,2,1,26,2,4,80,NA,1,5,4
"2277",4,232,99,78,2,1,26,2,4,80,NA,1,6,10
"2278",4,232,99,78,2,1,26,2,4,80,NA,1,7,6
"2279",4,232,99,78,2,1,26,2,4,80,NA,1,8,2
"2280",4,232,99,78,2,1,26,2,4,80,NA,1,10,3
"2281",4,232,99,78,2,1,26,2,4,80,NA,2,2,7
"2282",4,232,99,78,2,1,26,2,4,80,NA,2,3,1
"2283",4,232,99,78,2,1,26,2,4,80,NA,2,4,13
"2284",4,232,99,78,2,1,26,2,4,80,NA,2,5,10
"2285",4,232,99,78,2,1,26,2,4,80,NA,2,8,8
"2286",4,232,99,78,2,1,26,2,4,80,NA,2,9,1
"2287",4,232,99,77,1,1,26,1,1,41,NA,1,2,1
"2288",4,232,99,77,1,1,26,1,1,41,NA,1,4,1
"2289",4,232,99,77,1,1,26,1,1,41,NA,1,5,3
"2290",4,232,99,77,1,1,26,1,1,41,NA,2,2,2
"2291",4,232,99,77,1,1,26,1,1,41,NA,2,3,1
"2292",4,232,99,77,1,1,26,1,1,41,NA,2,4,1
"2293",4,232,99,77,1,1,26,1,1,41,NA,2,5,3
"2294",4,232,99,77,1,1,26,1,1,41,NA,3,1,3
"2295",4,232,99,77,1,1,26,1,1,41,NA,3,2,1
"2296",4,232,99,77,1,1,26,1,1,41,NA,3,3,6
"2297",4,232,99,77,1,1,26,1,1,41,NA,3,4,7
"2298",4,232,99,77,1,1,26,1,1,41,NA,3,5,7
"2299",4,232,99,77,1,1,26,1,1,41,NA,4,2,4
"2300",4,232,99,77,1,1,26,1,1,41,NA,4,3,3
"2301",4,232,99,77,1,1,26,1,1,41,NA,4,4,2
"2302",4,232,99,77,1,1,26,1,1,41,NA,4,5,2
"2303",4,232,99,77,1,1,26,1,1,41,NA,5,2,2
"2304",4,232,99,77,1,1,26,1,1,41,NA,5,3,2
"2305",4,232,99,77,1,1,26,1,1,41,NA,5,4,1
"2306",4,232,99,77,1,1,26,1,1,41,NA,5,5,1
"2307",4,232,99,77,1,1,26,2,3,57,1,1,4,12
"2308",4,232,99,77,1,1,26,2,3,57,1,1,19,21
"2309",4,232,99,77,1,1,26,2,3,57,1,1,20,5
"2310",4,232,99,77,1,1,26,2,3,57,1,2,1,2
"2311",4,232,99,77,1,1,26,2,3,57,1,2,9,5
"2312",4,232,99,77,1,1,26,2,3,57,1,2,16,4
"2313",4,511,99,76,1,2,26,1,1,41,NA,1,1,2
"2314",4,511,99,76,1,2,26,1,1,41,NA,1,2,3
"2315",4,511,99,76,1,2,26,1,1,41,NA,1,3,1
"2316",4,511,99,76,1,2,26,1,1,41,NA,1,4,4
"2317",4,511,99,76,1,2,26,1,1,41,NA,2,2,1
"2318",4,511,99,76,1,2,26,1,1,41,NA,2,4,1
"2319",4,511,99,76,1,2,26,1,1,41,NA,2,5,1
"2320",4,511,99,76,1,2,26,1,1,41,NA,3,1,4
"2321",4,511,99,76,1,2,26,1,1,41,NA,3,2,1
"2322",4,511,99,76,1,2,26,1,1,41,NA,3,3,3
"2323",4,511,99,76,1,2,26,1,1,41,NA,3,4,1
"2324",4,511,99,76,1,2,26,1,1,41,NA,4,1,2
"2325",4,511,99,76,1,2,26,1,1,41,NA,4,4,12
"2326",4,511,99,76,1,2,26,1,1,41,NA,4,5,1
"2327",4,511,99,76,1,2,26,1,1,41,NA,5,1,2
"2328",4,511,99,76,1,2,26,1,1,41,NA,5,2,1
"2329",4,511,99,76,1,2,26,1,1,41,NA,5,3,1
"2330",4,511,99,76,1,2,26,2,3,57,NA,1,5,100
"2331",4,511,99,76,1,2,26,2,3,57,NA,1,7,100
"2332",4,511,99,76,1,2,26,2,3,57,NA,1,10,15
"2333",4,511,99,76,1,2,26,2,3,57,NA,1,11,1
"2334",4,511,99,76,1,2,26,2,3,57,NA,1,12,20
"2335",4,511,99,76,1,2,26,2,3,57,NA,1,13,2
"2336",4,511,99,76,1,2,26,2,3,57,NA,1,15,6
"2337",4,511,99,76,1,2,26,2,3,57,NA,1,16,8
"2338",4,511,99,76,1,2,26,2,3,57,NA,2,2,10
"2339",4,511,99,76,1,2,26,2,3,57,NA,2,3,35
"2340",4,511,99,76,1,2,26,2,3,57,NA,2,4,23
"2341",4,511,99,76,1,2,26,2,3,57,NA,2,5,3
"2342",4,511,99,76,1,2,26,2,3,57,NA,2,12,5
"2343",4,511,99,76,1,2,26,2,3,57,NA,2,13,21
"2344",4,511,99,76,1,2,26,2,3,57,NA,2,14,10
"2345",4,511,99,76,1,2,26,2,3,57,NA,2,15,28
"2346",4,511,99,76,1,2,26,2,4,80,NA,1,7,1
"2347",4,511,99,76,1,2,26,2,4,80,NA,2,7,1
"2348",4,511,99,77,2,2,26,1,1,41,NA,1,3,1
"2349",4,511,99,77,2,2,26,1,1,41,NA,1,5,1
"2350",4,511,99,77,2,2,26,1,1,41,NA,2,1,1
"2351",4,511,99,77,2,2,26,1,1,41,NA,2,2,1
"2352",4,511,99,77,2,2,26,1,1,41,NA,2,3,1
"2353",4,511,99,77,2,2,26,1,1,41,NA,2,4,2
"2354",4,511,99,77,2,2,26,1,1,41,NA,2,5,2
"2355",4,511,99,77,2,2,26,1,1,41,NA,3,2,1
"2356",4,511,99,77,2,2,26,1,1,41,NA,3,3,1
"2357",4,511,99,77,2,2,26,1,1,41,NA,3,4,11
"2358",4,511,99,77,2,2,26,1,1,41,NA,3,5,3
"2359",4,511,99,77,2,2,26,1,1,41,NA,4,1,4
"2360",4,511,99,77,2,2,26,1,1,41,NA,4,2,3
"2361",4,511,99,77,2,2,26,1,1,41,NA,4,4,1
"2362",4,511,99,77,2,2,26,1,1,41,NA,5,1,1
"2363",4,511,99,77,2,2,26,1,1,41,NA,5,3,1
"2364",4,511,99,77,2,2,26,1,1,41,NA,5,4,1
"2365",4,511,99,77,2,2,26,1,1,41,NA,5,5,1
"2366",4,511,99,77,2,2,26,2,3,57,NA,1,3,1
"2367",4,511,99,77,2,2,26,2,3,57,NA,1,4,4
"2368",4,511,99,77,2,2,26,2,3,57,NA,1,6,2
"2369",4,511,99,77,2,2,26,2,3,57,NA,1,8,100
"2370",4,511,99,77,2,2,26,2,3,57,NA,1,10,5
"2371",4,511,99,77,2,2,26,2,3,57,NA,1,11,7
"2372",4,511,99,77,2,2,26,2,3,57,NA,1,12,18
"2373",4,511,99,77,2,2,26,2,3,57,NA,1,13,5
"2374",4,511,99,77,2,2,26,2,3,57,NA,1,16,4
"2375",4,511,99,77,2,2,26,2,3,57,NA,2,2,1
"2376",4,511,99,77,2,2,26,2,3,57,NA,2,3,16
"2377",4,511,99,77,2,2,26,2,3,57,NA,2,4,24
"2378",4,511,99,77,2,2,26,2,3,57,NA,2,5,11
"2379",4,511,99,77,2,2,26,2,3,57,NA,2,6,2
"2380",4,511,99,77,2,2,26,2,3,57,NA,2,7,6
"2381",4,511,99,77,2,2,26,2,3,57,NA,2,8,3
"2382",4,511,99,77,2,2,26,2,3,57,NA,2,10,1
"2383",4,511,99,77,2,2,26,2,3,57,NA,2,11,3
"2384",4,511,99,77,2,2,26,2,3,57,NA,2,12,10
"2385",4,511,99,77,2,2,26,2,3,57,NA,2,13,21
"2386",4,511,99,77,2,2,26,2,3,57,NA,2,14,6
"2387",4,511,99,77,2,2,26,2,3,57,NA,2,15,33
"2388",4,511,99,77,2,2,26,2,3,57,NA,2,19,4
"2389",4,511,99,77,2,2,26,2,4,80,NA,1,1,1
"2390",4,511,99,77,2,2,26,2,4,80,NA,1,4,1
"2391",4,535,99,76,1,2,26,1,1,41,NA,1,1,4
"2392",4,535,99,76,1,2,26,1,1,41,NA,1,3,5
"2393",4,535,99,76,1,2,26,1,1,41,NA,1,4,2
